trial_id
NCT02611817
NCT02726243
NCT02093663
NCT01536509
NCT02685683
NCT02538757
NCT01548014
NCT01974869
NCT02469103
NCT01494857
NCT02447302
NCT02412085
NCT00731172
NCT02426567
NCT02054533
NCT01671579
NCT00513552
NCT01509976
NCT02367183
NCT01496053
NCT01931644
NCT02193750
NCT01826188
NCT00692939
NCT01266785
NCT02488005
NCT01065571
NCT02614014
NCT01545063
NCT02750800
NCT02130349
NCT01169207
NCT00265772
NCT02044952
NCT02165215
NCT02365649
NCT02162862
NCT02130362
NCT02383953
NCT02019602
NCT02536404
NCT02267694
NCT00275418
NCT02350920
NCT02674308
NCT01988506
NCT00609752
NCT01505842
NCT02179372
NCT02465385
NCT01604564
NCT02085083
NCT00383344
NCT01862211
NCT00606346
NCT01010815
NCT01954875
NCT02390726
NCT02424175
NCT02550418
NCT01464151
NCT02777034
NCT01551563
NCT01667029
NCT02073526
NCT02084550
NCT02281916
NCT01632488
NCT01881490
NCT02580864
NCT01388257
NCT00353756
NCT02693730
NCT00488085
NCT01848561
NCT01959087
NCT01876264
NCT01479660
NCT02263365
NCT02186886
NCT01393405
NCT01986127
NCT02164877
NCT02580617
NCT01385124
NCT01140789
NCT01590043
NCT02240108
NCT02010762
NCT01820247
NCT01781481
NCT02574637
NCT01942655
NCT01126931
NCT00622557
NCT02493712
NCT02460705
NCT00886327
NCT02646657
NCT01331551
NCT01804166
NCT02163759
NCT02774057
NCT02066272
NCT01171807
NCT02341248
NCT02445365
NCT02321280
NCT02171429
NCT02138318
NCT01951326
NCT02379117
NCT01860651
NCT01392365
NCT02694588
NCT01745029
NCT02423460
NCT01314092
NCT02202967
NCT02304666
NCT01470612
NCT01046773
NCT02742597
NCT01817426
NCT02222584
NCT00621257
NCT02150551
NCT01828190
NCT01961492
NCT02352064
NCT02322307
NCT02261636
NCT02247622
NCT00224562
NCT01569503
NCT02392286
NCT02531113
NCT02367326
NCT02472457
NCT01881464
NCT01288053
NCT02308917
NCT02332356
NCT02274714
NCT02461784
NCT02049502
NCT02469220
NCT00805428
NCT02403232
NCT01169194
NCT01882205
NCT01171872
NCT00883077
NCT00001184
NCT01671956
NCT00933296
NCT02097797
NCT02341742
NCT00292175
NCT01477320
NCT02575040
NCT00793130
NCT02326155
NCT02463305
NCT02522767
NCT01739608
NCT02749630
NCT01971970
NCT01914887
NCT02245594
NCT01596075
NCT02578238
NCT02378688
NCT02392221
NCT02382705
NCT00534131
NCT02542904
NCT02520284
NCT01984879
NCT02620514
NCT02144350
NCT01793831
NCT02049775
NCT02618187
NCT01338740
NCT02368717
NCT02631967
NCT02560727
NCT01491997
NCT02000362
NCT02636517
NCT02546154
NCT02193685
NCT01915927
NCT02752360
NCT02311660
NCT02537210
NCT01657513
NCT01090154
NCT01705522
NCT01504048
NCT02676817
NCT02390622
NCT02423512
NCT02275676
NCT02421705
NCT02598414
NCT02324699
NCT02425111
NCT02407236
NCT02559037
NCT02027727
NCT02499263
NCT02730325
NCT01823042
NCT01063309
NCT01196702
NCT02435992
NCT02343601
NCT02131168
NCT01626963
NCT02084186
NCT02503514
NCT02330653
NCT02182947
NCT01583712
NCT02539849
NCT02622139
NCT02389790
NCT02517151
NCT02144129
NCT02619552
NCT02201693
NCT02186275
NCT02754869
NCT02272868
NCT02065557
NCT02522780
NCT02622763
NCT01266629
NCT02612103
NCT02403323
NCT02639416
NCT00790478
NCT02610101
NCT02351635
NCT00603616
NCT02266849
NCT02197780
NCT00922415
NCT02177071
NCT02624037
NCT02704026
NCT00360022
NCT02531126
NCT02745678
NCT02413047
NCT01783119
NCT00904878
NCT01503099
NCT01111708
NCT02466217
NCT01858220
NCT02579733
NCT01440699
NCT02442960
NCT02395354
NCT01417728
NCT01140802
NCT02463916
NCT02148718
NCT02093780
NCT02683759
NCT02641171
NCT02614911
NCT00290524
NCT01728870
NCT02596893
NCT02640391
NCT02100696
NCT00695682
NCT02370056
NCT00731809
NCT02506179
NCT02463045
NCT01819766
NCT02763293
NCT01504113
NCT02264275
NCT02437591
NCT02173002
NCT02647866
NCT02020382
NCT02434133
NCT02355834
NCT02048137
NCT01039597
NCT01149707
NCT02135289
NCT02675153
NCT01765439
NCT01752361
NCT00988273
NCT01719198
NCT01697670
NCT02335281
NCT02649075
NCT00516776
NCT02453776
NCT02439372
NCT02417974
NCT02453607
NCT01024647
NCT01674478
NCT02433470
NCT02624414
NCT02646683
NCT02450513
NCT02589665
NCT01653054
NCT02129972
NCT02492555
NCT02269358
NCT00161148
NCT01952275
NCT02476643
NCT02611830
NCT01026480
NCT01417702
NCT01768858
NCT02136069
NCT02255227
NCT02438410
NCT02442037
NCT02665845
NCT02065570
NCT00742118
NCT00816491
NCT02772406
NCT02240121
NCT02065622
NCT02704728
NCT01950507
NCT01417715
NCT01280825
NCT01145365
NCT02426762
NCT01239082
NCT01797224
NCT02118584
NCT02128503
NCT02481687
NCT02161640
NCT01244386
NCT01731665
NCT02357537
NCT02281799
NCT01688557
NCT02488954
NCT02330458
NCT02129439
NCT02745457
NCT02142725
NCT02513459
NCT01470599
NCT01686477
NCT02016469
NCT01941589
NCT01947816
NCT01735461
NCT02265588
NCT02289417
NCT01540292
NCT02526251
NCT01015391
NCT02277470
NCT02038920
NCT02405442
NCT02217722
NCT02717117
NCT01790061
NCT02098798
NCT02451839
NCT02193464
NCT02586259
NCT02464020
NCT00815061
NCT02760836
NCT01663142
NCT01040910
NCT00915044
NCT02733276
NCT02345733
NCT02149043
NCT02156557
NCT02412553
NCT01874015
NCT02707068
NCT02039063
NCT02678052
NCT02499783
NCT00309660
NCT02394028
NCT01458574
NCT01470547
NCT02120391
NCT02364973
NCT02445690
NCT02683733
NCT02772458
NCT02465944
NCT01880918
NCT02318667
NCT01836289
NCT01851343
NCT02389075
NCT02520843
NCT02033408
NCT02539368
NCT01005589
NCT02538354
NCT02566889
NCT01632462
NCT02200445
NCT00599625
NCT02280629
NCT02060318
NCT02084290
NCT02610569
NCT01758926
NCT02046694
NCT02227602
NCT02256462
NCT01756963
NCT02229344
NCT02086968
NCT02497469
NCT02601300
NCT02516384
NCT02769494
NCT01783106
NCT01908283
NCT01418131
NCT00711945
NCT02193048
NCT02487238
NCT02680756
NCT02225795
NCT01231217
NCT01771224
NCT01531075
NCT02478944
NCT02255370
NCT02087878
NCT02291523
